id_cliente,importe_solicitado,duracion_credito,situacion_vivienda,ingresos,objetivo_credito,pct_ingreso,tasa_interes,falta_pago,antiguedad_cliente,estado_cliente,gastos_ult_12m,genero,limite_credito_tc,nivel_educativo,operaciones_ult_12m,personas_a_cargo,estado_civil_N,estado_credito_N,antiguedad_empleado_N,edad_N,ratio_gasto_limite_tc,falta_pago_bin
712813458.0,10000,3,ALQUILER,280000,PERSONAL,0.04,15.96,Y,36.0,ACTIVO,1414.0,M,19763.0,DESCONOCIDO,35.0,2.0,C,P,5_a_10,25_a_30,0.07154784192683297,1
717891558.0,20000,3,ALQUILER,277104,INVERSIONES,0.07,11.48,N,36.0,ACTIVO,1052.0,F,3298.0,UNIVERSITARIO_COMPLETO,32.0,4.0,N,P,menor_5,25_a_30,0.31898120072771374,0
768563658.0,30000,4,ALQUILER,128000,PERSONAL,0.23,7.29,N,50.0,ACTIVO,1424.0,M,4458.0,UNIVERSITARIO_INCOMPLETO,29.0,2.0,C,P,5_a_10,25_a_30,0.31942575145805296,0
711427458.0,30000,4,ALQUILER,131000,INVERSIONES,0.23,5.99,N,35.0,ACTIVO,1359.0,F,6273.0,UNIVERSITARIO_COMPLETO,25.0,5.0,C,P,menor_5,menor_25,0.21664275466284075,0
787584108.0,12000,2,PROPIA,275000,INVERSIONES,0.04,11.58,N,47.0,ACTIVO,1097.0,M,3436.0,DESCONOCIDO,33.0,3.0,C,P,5_a_10,menor_25,0.3192665890570431,0
710082708.0,25000,2,HIPOTECA,221850,SALUD,0.1,15.7,N,32.0,ACTIVO,1276.0,M,23957.0,POSGRADO_INCOMPLETO,26.0,4.0,S,C,5_a_10,25_a_30,0.05326209458613349,0
708155733.0,29100,3,ALQUILER,70000,EDUCACIÓN,0.42,15.99,N,44.0,ACTIVO,1289.0,M,14734.0,SECUNDARIO_COMPLETO,23.0,2.0,S,C,5_a_10,menor_25,0.08748472919777385,0
788730933.0,1500,3,HIPOTECA,12000,EDUCACIÓN,0.13,14.84,Y,20.0,ACTIVO,1132.0,F,2084.0,UNIVERSITARIO_INCOMPLETO,28.0,2.0,S,P,5_a_10,menor_25,0.5431861804222649,1
788979258.0,28000,3,PROPIA,260000,MEJORAS_HOGAR,0.11,10.99,N,38.0,ACTIVO,1293.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,32.0,4.0,S,P,mayor_10,25_a_30,0.0374608877042531,0
715971108.0,20000,2,HIPOTECA,259000,MEJORAS_HOGAR,0.08,14.42,Y,42.0,ACTIVO,1550.0,M,34516.0,UNIVERSITARIO_COMPLETO,41.0,4.0,S,P,5_a_10,25_a_30,0.04490670993162591,1
807986133.0,9600,2,HIPOTECA,255000,EDUCACIÓN,0.04,6.99,N,52.0,ACTIVO,1353.0,M,6584.0,UNIVERSITARIO_INCOMPLETO,35.0,2.0,C,P,5_a_10,25_a_30,0.20549817739975698,0
711314058.0,25000,4,ALQUILER,250000,SALUD,0.1,13.49,N,32.0,ACTIVO,1670.0,M,1687.0,UNIVERSITARIO_COMPLETO,17.0,2.0,C,P,menor_5,25_a_30,0.989922940130409,0
804595158.0,3000,3,PROPIA,12000,EDUCACIÓN,0.25,13.61,Y,36.0,ACTIVO,1112.0,F,7000.0,UNIVERSITARIO_COMPLETO,23.0,4.0,S,C,5_a_10,menor_25,0.15885714285714286,1
719580033.0,28000,2,ALQUILER,65000,EDUCACIÓN,0.43,7.9,N,43.0,ACTIVO,1256.0,M,2910.0,UNIVERSITARIO_COMPLETO,21.0,1.0,N,C,menor_5,menor_25,0.4316151202749141,0
820582308.0,28000,3,ALQUILER,85000,INVERSIONES,0.33,7.49,N,37.0,ACTIVO,1394.0,M,22913.0,UNIVERSITARIO_INCOMPLETO,35.0,5.0,C,C,menor_5,25_a_30,0.06083882512111029,0
789973308.0,6100,3,PROPIA,12000,EDUCACIÓN,0.51,7.51,N,35.0,ACTIVO,1341.0,M,24312.0,UNIVERSITARIO_INCOMPLETO,24.0,1.0,S,C,menor_5,25_a_30,0.055157946692991115,0
712876233.0,28000,3,ALQUILER,88000,INVERSIONES,0.32,9.91,N,36.0,ACTIVO,1289.0,M,5272.0,UNIVERSITARIO_COMPLETO,33.0,2.0,S,C,5_a_10,menor_25,0.24449924127465858,0
714826758.0,4200,4,PROPIA,12000,PERSONAL,0.35,13.48,Y,29.0,ACTIVO,2339.0,F,7038.0,UNIVERSITARIO_INCOMPLETO,57.0,3.0,S,C,menor_5,menor_25,0.3323387325944871,1
779058108.0,4750,2,PROPIA,12000,PAGO_DEUDAS,0.4,7.14,N,30.0,ACTIVO,1468.0,M,2536.0,UNIVERSITARIO_COMPLETO,23.0,3.0,D,C,5_a_10,menor_25,0.5788643533123028,0
710790258.0,28000,4,ALQUILER,83004,INVERSIONES,0.34,15.99,Y,38.0,ACTIVO,1334.0,M,28904.0,UNIVERSITARIO_COMPLETO,35.0,2.0,C,C,menor_5,25_a_30,0.04615278162192084,1
715156383.0,18000,3,ALQUILER,250000,EDUCACIÓN,0.07,12.98,Y,36.0,ACTIVO,1603.0,M,34516.0,DESCONOCIDO,29.0,1.0,N,P,menor_5,25_a_30,0.046442229690578284,1
755420433.0,28000,3,ALQUILER,100000,PAGO_DEUDAS,0.28,12.69,N,52.0,ACTIVO,1068.0,F,10133.0,UNIVERSITARIO_COMPLETO,20.0,1.0,C,P,5_a_10,25_a_30,0.1053982038882858,0
794543958.0,28000,2,ALQUILER,110000,EDUCACIÓN,0.25,8.9,N,35.0,ACTIVO,1590.0,M,34516.0,UNIVERSITARIO_COMPLETO,27.0,1.0,D,P,mayor_10,25_a_30,0.0460655927685711,0
711743883.0,28000,2,ALQUILER,151200,PAGO_DEUDAS,0.19,11.11,N,35.0,ACTIVO,1237.0,F,4026.0,UNIVERSITARIO_INCOMPLETO,32.0,3.0,S,P,5_a_10,menor_25,0.3072528564331843,0
711013983.0,3250,3,HIPOTECA,12000,PAGO_DEUDAS,0.27,15.68,Y,45.0,PASIVO,615.0,F,2158.0,DESCONOCIDO,12.0,4.0,C,C,5_a_10,menor_25,0.2849860982391103,1
711887583.0,27500,3,ALQUILER,70000,EDUCACIÓN,0.39,13.06,Y,37.0,PASIVO,836.0,M,5449.0,DESCONOCIDO,18.0,2.0,C,C,5_a_10,menor_25,0.15342264635712974,1
713572683.0,27050,2,ALQUILER,73200,INVERSIONES,0.37,15.62,Y,25.0,ACTIVO,1226.0,M,1862.0,SECUNDARIO_COMPLETO,34.0,3.0,N,C,5_a_10,25_a_30,0.6584317937701396,1
714070758.0,27000,2,ALQUILER,83000,PERSONAL,0.33,13.49,Y,38.0,ACTIVO,1564.0,M,31302.0,SECUNDARIO_COMPLETO,35.0,4.0,S,C,5_a_10,25_a_30,0.049964858475496775,1
714107958.0,26000,2,ALQUILER,62500,SALUD,0.42,11.71,N,36.0,ACTIVO,1465.0,M,6576.0,UNIVERSITARIO_COMPLETO,34.0,1.0,S,C,5_a_10,menor_25,0.22277980535279807,0
789140283.0,25600,3,ALQUILER,120000,EDUCACIÓN,0.21,12.69,N,42.0,ACTIVO,1286.0,M,2664.0,UNIVERSITARIO_COMPLETO,29.0,0.0,S,P,menor_5,menor_25,0.4827327327327327,0
715550508.0,1600,3,PROPIA,12360,SALUD,0.13,13.57,N,28.0,ACTIVO,1312.0,F,2535.0,DESCONOCIDO,20.0,3.0,C,P,menor_5,25_a_30,0.5175542406311637,0
719712633.0,25475,3,ALQUILER,60000,INVERSIONES,0.42,10.99,N,52.0,ACTIVO,1673.0,M,1709.0,UNIVERSITARIO_COMPLETO,32.0,1.0,C,C,menor_5,menor_25,0.9789350497366881,0
802013583.0,20000,4,HIPOTECA,234000,SALUD,0.09,14.27,Y,50.0,ACTIVO,1158.0,M,9689.0,UNIVERSITARIO_INCOMPLETO,19.0,3.0,C,P,menor_5,25_a_30,0.11951697801630715,1
772629333.0,20000,4,PROPIA,234000,MEJORAS_HOGAR,0.09,8.88,N,35.0,ACTIVO,1313.0,M,3454.0,UNIVERSITARIO_COMPLETO,30.0,3.0,C,P,5_a_10,25_a_30,0.3801389693109438,0
720336708.0,21600,3,HIPOTECA,234000,MEJORAS_HOGAR,0.09,12.18,N,35.0,ACTIVO,1609.0,M,3789.0,POSGRADO_COMPLETO,42.0,3.0,C,P,mayor_10,25_a_30,0.424650303510161,0
779155158.0,11900,3,HIPOTECA,221004,PAGO_DEUDAS,0.05,14.42,Y,34.0,ACTIVO,1259.0,M,2940.0,UNIVERSITARIO_COMPLETO,33.0,3.0,C,C,5_a_10,25_a_30,0.4282312925170068,1
779509983.0,25000,2,HIPOTECA,232500,SALUD,0.11,14.17,Y,36.0,ACTIVO,1022.0,M,34516.0,POSGRADO_INCOMPLETO,21.0,2.0,S,P,menor_5,25_a_30,0.029609456483949474,1
714778833.0,35000,4,HIPOTECA,230000,SALUD,0.15,13.99,N,43.0,ACTIVO,1289.0,F,23032.0,UNIVERSITARIO_INCOMPLETO,22.0,3.0,S,P,5_a_10,25_a_30,0.05596561306009031,0
713843283.0,25300,3,ALQUILER,83000,EDUCACIÓN,0.3,10.99,N,34.0,ACTIVO,1487.0,F,34516.0,DESCONOCIDO,26.0,3.0,C,C,5_a_10,menor_25,0.043081469463437244,0
716657058.0,1750,3,PROPIA,12600,PERSONAL,0.14,13.61,N,33.0,ACTIVO,1566.0,F,8358.0,POSGRADO_INCOMPLETO,37.0,4.0,C,P,menor_5,25_a_30,0.1873653984206748,0
785387883.0,25000,3,ALQUILER,42500,EDUCACIÓN,0.59,12.73,Y,41.0,ACTIVO,1594.0,F,3788.0,SECUNDARIO_COMPLETO,47.0,3.0,S,C,menor_5,menor_25,0.4208025343189018,1
808284783.0,3000,4,PROPIA,12816,PAGO_DEUDAS,0.23,12.87,Y,56.0,ACTIVO,1951.0,F,1438.3,DESCONOCIDO,44.0,1.0,C,C,menor_5,25_a_30,1.356462490440103,1
708476808.0,3650,3,HIPOTECA,12960,MEJORAS_HOGAR,0.28,9.91,N,36.0,ACTIVO,1047.0,M,33791.0,DESCONOCIDO,31.0,4.0,D,C,menor_5,25_a_30,0.0309845816933503,0
710916408.0,20000,4,HIPOTECA,226000,MEJORAS_HOGAR,0.09,11.49,N,39.0,ACTIVO,1342.0,M,8466.0,UNIVERSITARIO_COMPLETO,32.0,4.0,C,P,5_a_10,25_a_30,0.15851641861563903,0
718414008.0,30000,2,HIPOTECA,225000,MEJORAS_HOGAR,0.13,19.91,Y,36.0,ACTIVO,1064.0,M,34516.0,UNIVERSITARIO_COMPLETO,13.0,2.0,S,P,menor_5,25_a_30,0.030826283462741917,1
708492558.0,35000,2,HIPOTECA,213000,EDUCACIÓN,0.16,10.65,N,36.0,ACTIVO,1107.0,M,15088.0,DESCONOCIDO,21.0,3.0,C,C,5_a_10,25_a_30,0.07336956521739131,0
718619883.0,4500,4,HIPOTECA,12960,PAGO_DEUDAS,0.35,11.83,N,36.0,ACTIVO,1305.0,F,1494.0,UNIVERSITARIO_INCOMPLETO,24.0,0.0,C,C,menor_5,25_a_30,0.8734939759036144,0
715259583.0,2400,2,PROPIA,12996,PAGO_DEUDAS,0.18,13.49,Y,44.0,ACTIVO,1553.0,F,5362.0,SECUNDARIO_COMPLETO,38.0,2.0,C,C,menor_5,menor_25,0.2896307348004476,1
720201033.0,25000,2,ALQUILER,42000,SALUD,0.6,14.59,Y,41.0,PASIVO,720.0,M,11669.0,UNIVERSITARIO_COMPLETO,23.0,2.0,C,C,5_a_10,menor_25,0.06170194532522067,1
711844758.0,25000,4,ALQUILER,48000,EDUCACIÓN,0.52,9.64,N,35.0,ACTIVO,1388.0,M,13551.0,UNIVERSITARIO_COMPLETO,37.0,3.0,S,C,menor_5,25_a_30,0.10242786510220647,0
714798783.0,3600,3,PROPIA,12996,SALUD,0.28,14.59,N,36.0,ACTIVO,1235.0,M,18886.0,UNIVERSITARIO_COMPLETO,18.0,1.0,S,C,menor_5,25_a_30,0.06539235412474849,0
718039683.0,25000,3,ALQUILER,42360,EDUCACIÓN,0.59,16.35,Y,45.0,ACTIVO,1521.0,M,13532.0,SECUNDARIO_COMPLETO,29.0,2.0,S,C,menor_5,25_a_30,0.11240023647650015,1
771894558.0,25000,2,ALQUILER,49000,EDUCACIÓN,0.51,10.99,N,39.0,ACTIVO,1626.0,M,9964.0,SECUNDARIO_COMPLETO,25.0,3.0,S,C,5_a_10,menor_25,0.16318747490967483,0
721074183.0,25000,2,HIPOTECA,225000,INVERSIONES,0.11,18.67,N,36.0,ACTIVO,1111.0,M,24159.0,POSGRADO_COMPLETO,24.0,1.0,C,P,menor_5,25_a_30,0.045987002773293595,0
719666283.0,3000,4,ALQUILER,225000,EDUCACIÓN,0.01,9.32,N,36.0,ACTIVO,1243.0,F,3174.0,POSGRADO_COMPLETO,29.0,1.0,C,P,menor_5,25_a_30,0.3916194076874606,0
714877233.0,7500,2,ALQUILER,225000,PAGO_DEUDAS,0.03,8.63,N,47.0,ACTIVO,1659.0,M,12262.0,SECUNDARIO_COMPLETO,38.0,1.0,C,P,5_a_10,menor_25,0.13529603653563857,0
771075258.0,25000,2,HIPOTECA,225000,INVERSIONES,0.11,10.08,N,42.0,ACTIVO,1268.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,42.0,2.0,S,P,menor_5,25_a_30,0.03673658593116236,0
711318033.0,25000,3,ALQUILER,49464,PERSONAL,0.51,11.83,N,36.0,ACTIVO,1304.0,M,2926.0,UNIVERSITARIO_COMPLETO,24.0,3.0,S,C,5_a_10,menor_25,0.4456596035543404,0
783554958.0,25000,3,ALQUILER,50000,PAGO_DEUDAS,0.5,7.9,N,52.0,ACTIVO,1368.0,M,32090.0,UNIVERSITARIO_COMPLETO,30.0,4.0,S,C,menor_5,menor_25,0.04263010283577438,0
710806083.0,25000,2,ALQUILER,50000,MEJORAS_HOGAR,0.5,5.99,N,36.0,ACTIVO,1137.0,F,11888.0,UNIVERSITARIO_INCOMPLETO,30.0,1.0,N,C,5_a_10,25_a_30,0.09564266487213997,0
714752208.0,25000,2,ALQUILER,44000,PAGO_DEUDAS,0.57,15.33,N,36.0,ACTIVO,978.0,F,2393.0,UNIVERSITARIO_COMPLETO,16.0,1.0,C,C,menor_5,25_a_30,0.40869201838696195,0
822063408.0,25000,4,ALQUILER,50000,INVERSIONES,0.5,11.83,N,39.0,ACTIVO,1221.0,M,6111.0,DESCONOCIDO,16.0,4.0,C,C,menor_5,menor_25,0.19980363279332353,0
714490308.0,25000,2,ALQUILER,50004,INVERSIONES,0.5,10.36,N,46.0,ACTIVO,1565.0,M,19270.0,UNIVERSITARIO_COMPLETO,28.0,4.0,C,C,menor_5,menor_25,0.08121432278152568,0
713356833.0,25000,3,ALQUILER,50004,INVERSIONES,0.5,12.23,N,43.0,ACTIVO,1578.0,M,3710.0,UNIVERSITARIO_COMPLETO,34.0,1.0,C,C,menor_5,menor_25,0.4253369272237197,0
711402333.0,25000,4,ALQUILER,52000,EDUCACIÓN,0.48,11.11,N,37.0,ACTIVO,1493.0,M,3235.0,POSGRADO_COMPLETO,32.0,2.0,S,C,menor_5,menor_25,0.4615146831530139,0
708296883.0,4950,4,PROPIA,13200,PAGO_DEUDAS,0.38,7.9,N,38.0,ACTIVO,1178.0,F,11749.0,UNIVERSITARIO_COMPLETO,27.0,3.0,S,C,menor_5,menor_25,0.10026385224274406,0
